,Unnamed: 0.1,Unnamed: 0,id,title,location,city,price,original_price,discount,m2,hab,floor,air,terrace,storage,elevator,garage,outside,wardrobes,pool,garden,satus,energy,co2,status
340,340,340,105870803,Ático en venta en avenida de Pedralbes,Pedralbes,Barcelona,760000.0,"
800000 €
",0,104.0,2.0,Planta 10ª exterior con ascensor,True,True,False,True,True,True,False,False,False,Buen estado,116,29,
341,341,341,105169692,"Piso en venta en calle del Bisbe Català, 14",Pedralbes,Barcelona,1480000.0,"
1580000 €
",0,169.0,3.0,Planta 2ª exterior con ascensor,False,False,False,True,False,True,False,True,False,A reformar,,,
342,342,342,105911929,Ático en venta en calle de Berlín,Les Corts,Barcelona,795000.0,795000,0,119.0,4.0,Planta 8ª exterior con ascensor,False,True,False,True,False,True,True,False,False,A reformar,,,
343,343,343,100849776, Chalet pareado en venta en paseo dels Til·lers,Pedralbes,Barcelona,2200000.0,2200000,0,360.0,4.0,,True,True,True,False,True,False,True,False,False,Buen estado,225,46,
344,344,344,105808034,Piso en venta en calle de Manuel Ballbè,Pedralbes,Barcelona,1550000.0,1550000,0,214.0,5.0,Planta 10ª exterior con ascensor,True,False,False,True,False,True,False,False,False,Buen estado,46,,
345,345,345,104756891,Piso en venta en avenida de Sarrià,Les Corts,Barcelona,1000000.0,1000000,0,158.0,5.0,Planta 3ª exterior con ascensor,True,False,False,True,False,True,True,False,False,Buen estado,,,
346,346,346,104340375,Piso en venta en calle Manuel Girona - Doctor Ferran s/n,Pedralbes,Barcelona,1560000.0,1560000,0,200.0,5.0,Planta 7ª exterior con ascensor,False,True,True,True,True,True,True,True,False,A reformar,137,28,
347,347,347,104418010, Chalet adosado en venta en avenida Mare de Déu de Lorda,Pedralbes,Barcelona,4150000.0,4150000,0,641.0,5.0,,True,True,False,False,False,False,False,True,False,Buen estado,,,
348,348,348,105249465,Piso en venta en calle de Manuel Ballbè,Pedralbes,Barcelona,1550000.0,1550000,0,214.0,5.0,Planta 10ª exterior con ascensor,True,True,False,True,True,True,True,False,False,Buen estado,46,,
349,349,349,105030858,Piso en venta en avenida de Madrid,Les Corts,Barcelona,198000.0,198000,0,47.0,2.0,Planta 3ª interior con ascensor,False,False,False,True,False,False,False,False,False,Buen estado,,,
350,350,350,105445038,"Ático en venta en avenida de Madrid, 179",Les Corts,Barcelona,615000.0,615000,0,110.0,4.0,Planta 5ª exterior con ascensor,True,True,False,True,False,True,True,False,False,Buen estado,191,39,
351,351,351,103596994,Piso en venta en calle del Capitán Arenas,Pedralbes,Barcelona,795000.0,795000,0,154.0,3.0,,False,True,False,True,False,False,False,False,False,Buen estado,,,
352,352,352,102839684, Casa o chalet independiente en venta en calle de Joan d'Alòs,Pedralbes,Barcelona,21000000.0,21000000,0,1.45,7.0,,True,True,True,False,True,False,True,True,False,Buen estado,154,54,
353,353,353,105514747,Piso en venta en avenida de Sarrià,Les Corts,Barcelona,1000000.0,1000000,0,171.0,4.0,Planta 3ª exterior con ascensor,True,False,False,True,False,True,True,False,False,Buen estado,,,
354,354,354,105528024,Piso en venta en calle de Tòquio,Pedralbes,Barcelona,2000000.0,2000000,0,299.0,5.0,Planta 3ª exterior con ascensor,False,True,True,True,True,True,False,False,False,A reformar,,,
355,355,355,105090497,Dúplex en venta en calle dels Cavallers,Pedralbes,Barcelona,4650000.0,4650000,0,450.0,4.0,Planta 1ª exterior con ascensor,True,True,True,True,True,True,True,True,False,Buen estado,,,
356,356,356,105490771, Chalet pareado en venta en calle de Puig d'Óssa,Pedralbes,Barcelona,885000.0,"
900000 €
",0,180.0,4.0,,True,True,True,False,False,False,True,False,False,Buen estado,225,47,
357,357,357,105531585,Ático en venta en paseo de Manuel Girona,Pedralbes,Barcelona,590000.0,590000,0,82.0,2.0,Planta 7ª exterior con ascensor,False,True,True,True,False,True,False,False,False,A reformar,,,
358,358,358,105620317,Ático en venta en avenida de Madrid,Les Corts,Barcelona,615000.0,615000,0,110.0,4.0,Planta 1ª exterior con ascensor,True,True,False,True,False,True,False,False,False,Buen estado,191,39,
359,359,359,100654405, Casa o chalet independiente en venta en Pedralbes,Les Corts,Barcelona,4500000.0,4500000,0,517.0,5.0,,True,True,True,False,True,False,True,True,False,Buen estado,237,40,
360,360,360,105466771,Piso en venta en Pedralbes,Les Corts,Barcelona,2000000.0,2000000,0,280.0,5.0,Planta 3ª exterior con ascensor,False,True,True,True,False,True,False,False,False,Buen estado,,,
361,361,361,105620317,Ático en venta en avenida de Madrid,Les Corts,Barcelona,615000.0,615000,0,110.0,4.0,Planta 1ª exterior con ascensor,True,True,False,True,False,True,False,False,False,Buen estado,191,39,
362,362,362,100199973," Casa o chalet independiente en venta en avenida de Pearson, 17",Pedralbes,Barcelona,10250000.0,10250000,0,1.411,6.0,,True,True,True,False,True,False,True,True,False,Buen estado,,,
363,363,363,100654405, Casa o chalet independiente en venta en Pedralbes,Les Corts,Barcelona,4500000.0,4500000,0,517.0,5.0,,True,True,True,False,True,False,True,True,False,Buen estado,237,40,
364,364,364,105573907,Ático en venta en avenida de Madrid,Les Corts,Barcelona,615000.0,615000,0,110.0,4.0,Planta 8ª exterior con ascensor,True,True,False,True,False,True,False,False,False,Buen estado,191,39,
365,365,365,105579443,Dúplex en venta en calle d'Evarist Arnús,Les Corts,Barcelona,900000.0,900000,0,136.0,3.0,Bajo exterior con ascensor,True,True,True,True,True,True,True,False,False,Buen estado,,,
366,366,366,105881453,Piso en venta en Les Corts,Les Corts,Barcelona,495000.0,495000,0,143.0,4.0,Planta 3ª exterior con ascensor,False,False,True,True,False,True,True,False,False,Buen estado,,,
367,367,367,103049486,Dúplex en venta en calle del Doctor Ferrán,Pedralbes,Barcelona,2500000.0,2500000,0,320.0,4.0,Planta 10ª exterior con ascensor,True,True,True,True,True,True,True,True,False,Buen estado,163,34,
368,368,368,105864000,Ático en venta en Les Corts,Les Corts,Barcelona,615000.0,615000,0,110.0,4.0,Planta 8ª exterior con ascensor,False,True,False,True,False,True,False,False,False,Buen estado,191,39,
369,369,369,105451074,Dúplex en venta en calle del Bisbe Català,Pedralbes,Barcelona,2680000.0,2680000,0,342.0,4.0,,False,True,False,True,True,True,False,True,False,A reformar,,,
370,370,370,105337807,Piso en venta en avenida de Sarrià,Les Corts,Barcelona,1000000.0,1000000,0,172.0,4.0,Planta 3ª exterior con ascensor,True,False,False,True,False,True,True,False,False,Buen estado,,,
371,371,371,105783495,Piso en venta en calle de Tòquio,Pedralbes,Barcelona,2500000.0,2500000,0,299.0,5.0,Planta 3ª exterior con ascensor,True,True,True,True,True,True,True,False,False,Buen estado,,,
372,372,372,105663997,Piso en venta en Passatge de Xile,La Maternitat i Sant Ramon,Barcelona,350000.0,"
379000 €
",0,90.0,3.0,Planta 2ª exterior con ascensor,False,True,False,True,False,True,False,False,False,A reformar,150,80,
373,373,373,105606053,Piso en venta en avenida de Madrid,Les Corts,Barcelona,615000.0,615000,0,110.0,4.0,Planta 1ª exterior con ascensor,False,False,False,True,False,True,False,False,False,Buen estado,190,39,
374,374,374,105900332,Piso en venta en calle del Cardenal Reig,La Maternitat i Sant Ramon,Barcelona,605000.0,605000,0,95.0,4.0,Planta 11ª exterior con ascensor,False,False,False,True,False,True,False,False,False,Buen estado,,,
375,375,375,105465634,Ático en venta en avenida de Madrid,Les Corts,Barcelona,615000.0,615000,0,110.0,4.0,Planta 8ª exterior con ascensor,True,True,False,True,False,True,False,False,False,Buen estado,131,39,
376,376,376,103995422, Casa o chalet en venta en avenida d'Esplugues,Pedralbes,Barcelona,3750000.0,3750000,0,750.0,16.0,,False,True,False,False,True,False,True,False,False,A reformar,,,
377,377,377,105367605,Piso en venta en calle de Berlín,Les Corts,Barcelona,440000.0,440000,0,87.0,2.0,,True,False,False,True,False,True,True,False,False,Buen estado,,,
378,378,378,104694622,Piso en venta en calle de Berlín,Les Corts,Barcelona,500000.0,500000,0,130.0,3.0,,True,False,False,True,False,True,True,False,False,Buen estado,,,
379,379,379,105657384,Piso en venta en calle de Manila,Pedralbes,Barcelona,870000.0,870000,0,121.0,4.0,Planta 5ª exterior con ascensor,True,True,False,True,True,True,True,True,False,A reformar,,,
380,380,380,105657405,Piso en venta en calle de Manila,Pedralbes,Barcelona,870000.0,870000,0,122.0,4.0,Planta 7ª exterior con ascensor,True,True,False,True,True,True,True,True,False,A reformar,,,
381,381,381,105639152,Piso en venta en Gran Via de Carles III,Les Corts,Barcelona,595000.0,595000,0,133.0,3.0,Planta 2ª exterior con ascensor,True,True,False,True,False,True,True,False,False,Buen estado,153,31,
382,382,382,105481897,Ático en venta en avenida de Madrid,Les Corts,Barcelona,615000.0,615000,0,110.0,4.0,Planta 9ª exterior con ascensor,True,True,False,True,False,True,True,False,False,Buen estado,191,39,
383,383,383,104429871,Piso en venta en calle de Manila,Pedralbes,Barcelona,870000.0,870000,0,122.0,4.0,Planta 7ª exterior con ascensor,True,True,True,True,True,True,True,True,False,Buen estado,,,
384,384,384,105578885, Chalet adosado en venta en Pedralbes,Pedralbes,Barcelona,2200000.0,2200000,0,340.0,3.0,,False,False,False,False,False,False,False,False,False,A reformar,,,
385,385,385,105423723,Piso en venta en calle de González Tablas,Pedralbes,Barcelona,760000.0,760000,0,124.0,4.0,Planta 1ª exterior con ascensor,True,True,False,True,True,True,True,False,False,A reformar,,,
386,386,386,101708165,Piso en venta en calle de Carreras,Pedralbes,Barcelona,1140000.0,1140000,0,191.0,2.0,Planta 1ª exterior con ascensor,True,True,True,True,False,True,True,True,False,Buen estado,,,
387,387,387,105958898,Piso en venta en Gran Via de Carles III,Les Corts,Barcelona,675000.0,675000,0,100.0,4.0,Planta 4ª exterior con ascensor,True,True,False,True,True,True,True,False,False,Buen estado,,,
388,388,388,105269915,Piso en venta en paseo de Manuel Girona,Pedralbes,Barcelona,620000.0,620000,0,97.0,3.0,Planta 6ª exterior con ascensor,False,True,False,True,False,True,True,False,False,A reformar,159,32,
389,389,389,105964465,,,Barcelona,,,0,,,,False,False,False,False,False,False,False,False,False,,,,No especificado
390,390,390,104429871,Piso en venta en calle de Manila,Pedralbes,Barcelona,870000.0,870000,0,122.0,4.0,Planta 7ª exterior con ascensor,True,True,True,True,True,True,True,True,False,Buen estado,,,
391,391,391,105460300,Piso en venta en avenida de Josep Tarradellas,Les Corts,Barcelona,950000.0,950000,0,215.0,4.0,Planta 3ª exterior con ascensor,False,False,True,True,True,True,True,False,False,A reformar,,,
392,392,392,104899209,Dúplex en venta en avenida de Pedralbes,Pedralbes,Barcelona,3950000.0,3950000,0,546.0,5.0,Planta 6ª exterior con ascensor,True,True,False,True,True,True,True,False,False,Buen estado,,,
393,393,393,95055657,Piso en venta en Les Corts,Les Corts,Barcelona,580000.0,"
630000 €
",0,110.0,4.0,Planta 1ª exterior con ascensor,True,True,False,True,False,True,True,False,False,Buen estado,,,
394,394,394,105453927,Piso en venta en calle de Tòquio,Pedralbes,Barcelona,2000000.0,2000000,0,280.0,5.0,Planta 3ª exterior con ascensor,False,True,True,True,True,True,True,False,False,Buen estado,,,
395,395,395,105075497,"Piso en venta en paseo de Manuel Girona, 42",Pedralbes,Barcelona,950000.0,"
975000 €
",0,181.0,5.0,Planta 3ª exterior con ascensor,False,False,True,True,True,True,True,False,False,Buen estado,140,29,
396,396,396,105893411,Piso en venta en La Maternitat i Sant Ramon,Les Corts,Barcelona,585000.0,585000,0,111.0,4.0,Planta 1ª interior con ascensor,False,True,False,True,True,False,True,False,False,Buen estado,46,,
397,397,397,105962679,Piso en venta en Gran Via de Carles III,La Maternitat i Sant Ramon,Barcelona,379000.0,379000,0,104.0,3.0,,True,False,False,True,False,False,False,False,False,Buen estado,,,
398,398,398,103516306,Piso en venta en calle de Lluís Nicolau i d'Olwer,Pedralbes,Barcelona,1395000.0,1395000,0,260.0,5.0,Planta 1ª con ascensor,True,True,True,True,True,False,False,False,False,Buen estado,,,
399,399,399,105590112,Piso en venta en calle del Comandant Benítez,La Maternitat i Sant Ramon,Barcelona,360000.0,360000,0,78.0,2.0,Planta 1ª exterior con ascensor,False,False,False,True,False,True,False,False,False,Buen estado,,,
400,400,400,105916668,Ático en venta en avenida de Madrid,Les Corts,Barcelona,615000.0,615000,0,110.0,4.0,,False,False,False,True,False,False,False,False,False,Buen estado,191,,
401,401,401,105884115,Ático en venta en avenida de Madrid,Les Corts,Barcelona,615000.0,615000,0,110.0,4.0,,False,False,False,True,False,False,False,False,False,Buen estado,191,,
402,402,402,105938031,Piso en venta en carretera de Collblanc,La Maternitat i Sant Ramon,Barcelona,227000.0,227000,0,83.0,2.0,Planta 2ª exterior sin ascensor,True,False,False,True,False,True,False,False,False,Buen estado,,,
403,403,403,100259944,Piso en venta en calle del Pintor Pahissa,La Maternitat i Sant Ramon,Barcelona,399000.0,399000,0,110.0,3.0,Planta 3ª exterior con ascensor,True,True,False,True,False,True,True,False,False,Buen estado,,,
404,404,404,104541616,Piso en venta en calle de Manuel Ballbè,Pedralbes,Barcelona,1550000.0,1550000,0,214.0,5.0,Planta 10ª exterior con ascensor,True,False,False,True,False,True,False,False,False,Buen estado,46,,
405,405,405,104826374,Piso en venta en calle de Manila,Pedralbes,Barcelona,870000.0,870000,0,122.0,4.0,Planta 6ª exterior con ascensor,True,True,False,True,True,True,True,True,False,Buen estado,200,41,
406,406,406,105137833,Piso en venta en Les Corts,Les Corts,Barcelona,950000.0,950000,0,200.0,4.0,Planta 2ª exterior con ascensor,False,False,True,True,False,True,True,False,False,A reformar,117,,
407,407,407,105557262,Ático en venta en avenida de Madrid,Les Corts,Barcelona,615000.0,615000,0,110.0,4.0,,False,False,False,True,False,False,False,False,False,Buen estado,191,,
408,408,408,97639640,Piso en venta en Pedralbes,Les Corts,Barcelona,1490000.0,1490000,0,298.0,5.0,Planta 2ª exterior con ascensor,True,True,False,True,True,True,True,False,False,Buen estado,,,
409,409,409,104479583,Piso en venta en Les Corts,Les Corts,Barcelona,1200000.0,1200000,0,159.0,3.0,Planta 5ª exterior con ascensor,True,True,False,True,True,True,True,False,False,Buen estado,,,
410,410,410,105631208,Ático en venta en avenida de Madrid,Les Corts,Barcelona,615000.0,615000,0,110.0,4.0,,False,False,False,True,False,False,False,False,False,Buen estado,191,,
411,411,411,105194066,Piso en venta en calle del Comandant Benítez,La Maternitat i Sant Ramon,Barcelona,360000.0,360000,0,78.0,2.0,Planta 1ª exterior con ascensor,True,False,False,True,False,True,True,False,False,Buen estado,,,
412,412,412,105268386,Piso en venta en Les Corts,Les Corts,Barcelona,1000000.0,1000000,0,175.0,4.0,Planta 3ª exterior con ascensor,True,False,True,True,False,True,True,False,False,Buen estado,,,
413,413,413,105807272,Piso en venta en calle de Loreto,Les Corts,Barcelona,405000.0,405000,0,58.0,1.0,Planta 1ª exterior con ascensor,True,False,False,True,False,True,True,False,False,Buen estado,,,
414,414,414,100667088,Piso en venta en Pedralbes,Les Corts,Barcelona,2900000.0,2900000,0,371.0,6.0,Planta 2ª exterior con ascensor,True,True,True,True,True,True,True,True,False,Buen estado,135,28,
415,415,415,105424019, Casa o chalet independiente en venta en calle Francesc s/n,Pedralbes,Barcelona,20000000.0,20000000,0,1.216,6.0,,False,True,False,False,True,False,False,True,False,Nueva,,,
416,416,416,105266360,Piso en venta en Pedralbes,Les Corts,Barcelona,1480000.0,1480000,0,195.0,3.0,Planta 1ª exterior con ascensor,True,True,True,True,True,True,True,False,False,Buen estado,182,,
417,417,417,105943445,Piso en venta en calle del Regent Mendieta s/n,La Maternitat i Sant Ramon,Barcelona,275000.0,275000,0,82.0,4.0,Planta 3ª exterior con ascensor,False,False,False,True,False,True,False,False,False,A reformar,,,
418,418,418,105396702,Ático en venta en La Maternitat i Sant Ramon,Les Corts,Barcelona,365000.0,365000,0,77.0,2.0,Planta 3ª exterior con ascensor,True,True,False,True,False,True,True,False,False,Buen estado,,,
419,419,419,105620044,Piso en venta en calle de Tòquio,Pedralbes,Barcelona,2500000.0,2500000,0,280.0,5.0,Planta 3ª exterior con ascensor,False,True,False,True,True,True,True,False,False,Buen estado,,,
420,420,420,105527982,Piso en venta en calle de Tòquio,Pedralbes,Barcelona,2500000.0,2500000,0,299.0,5.0,Planta 3ª exterior con ascensor,True,True,True,True,True,True,False,False,False,Buen estado,,,
421,421,421,103734165,Piso en venta en avenida de Sarrià,Les Corts,Barcelona,1000000.0,1000000,0,172.0,4.0,Planta 3ª exterior con ascensor,False,True,False,True,False,True,False,False,False,Buen estado,148,30,
422,422,422,100286671,Piso en venta en calle del Pintor Pahissa,La Maternitat i Sant Ramon,Barcelona,399000.0,399000,0,110.0,3.0,Planta 3ª exterior con ascensor,True,False,False,True,False,True,True,False,False,Buen estado,,,
423,423,423,104842807,Piso en venta en calle del Capità Arenas,Pedralbes,Barcelona,795000.0,795000,0,154.0,3.0,Bajo exterior con ascensor,False,True,False,True,False,True,False,False,False,Buen estado,47,,
424,424,424,105928328,Piso en venta en Gran Via de Carles III,La Maternitat i Sant Ramon,Barcelona,530000.0,530000,0,127.0,3.0,Planta 1ª exterior con ascensor,False,False,False,True,False,True,False,False,False,A reformar,87,34,
425,425,425,105929214,Piso en venta en calle de Tòquio,Pedralbes,Barcelona,2500000.0,2500000,0,280.0,6.0,Planta 3ª con ascensor,False,True,True,True,True,False,False,False,False,Buen estado,114,,
426,426,426,105967279,Piso en venta en calle del Capità Arenas,Pedralbes,Barcelona,795000.0,795000,0,154.0,6.0,,False,False,False,True,False,False,False,False,False,Buen estado,,,
427,427,427,102091850,Piso en venta en avenida Diagonal,Pedralbes,Barcelona,1145000.0,1145000,0,177.0,5.0,Planta 2ª exterior con ascensor,True,True,False,True,True,True,False,True,False,Buen estado,145,40,
428,428,428,105221177,Piso en venta en calle del Capitán Arenas,Pedralbes,Barcelona,795000.0,795000,0,154.0,3.0,Planta 1ª exterior con ascensor,False,False,False,True,False,True,True,False,False,Buen estado,41,,
429,429,429,105828032,Piso en venta en Pedralbes,Les Corts,Barcelona,2500000.0,2500000,0,280.0,5.0,Planta 3ª exterior con ascensor,False,True,True,True,False,True,False,False,False,Buen estado,,,
430,430,430,105873262, Casa o chalet independiente en venta en Pedralbes,Les Corts,Barcelona,3650000.0,3650000,0,686.0,6.0,,True,True,True,False,False,False,False,True,False,Buen estado,192,39,
431,431,431,105526094,Piso en venta en avenida de Sarrià,Les Corts,Barcelona,1000000.0,1000000,0,172.0,4.0,Planta 3ª exterior con ascensor,True,True,False,True,False,True,False,False,False,Buen estado,,,
432,432,432,105464331,Piso en venta en calle del Doctor Ferran,Pedralbes,Barcelona,1130000.0,1130000,0,148.0,4.0,Planta 6ª exterior con ascensor,True,True,False,True,True,True,False,False,False,A reformar,,,
433,433,433,105468693,Piso en venta en avenida de Madrid,La Maternitat i Sant Ramon,Barcelona,370000.0,370000,0,73.0,2.0,Planta 3ª exterior con ascensor,True,False,False,True,False,True,False,False,False,Buen estado,187,39,
434,434,434,105526139,Piso en venta en Jardí de Tòquio,Pedralbes,Barcelona,2000000.0,2000000,0,285.0,6.0,Planta 3ª exterior con ascensor,True,True,False,True,False,True,False,False,False,Buen estado,,,
435,435,435,101475922, Casa o chalet independiente en venta en avenida d'Esplugues,Pedralbes,Barcelona,3750000.0,3750000,0,720.0,6.0,,True,True,False,False,False,False,False,True,False,A reformar,,,
436,436,436,103706349,"Piso en venta en calle de Sor Eulàlia d'Anzizu, 13",Pedralbes,Barcelona,595000.0,595000,0,90.0,3.0,Planta 1ª exterior con ascensor,True,True,True,True,True,True,True,False,False,Buen estado,,,
437,437,437,105537605,Piso en venta en calle de Loreto,Les Corts,Barcelona,410000.0,410000,0,60.0,1.0,,True,False,False,True,False,True,True,False,False,Buen estado,,,
438,438,438,105228822,Piso en venta en avenida de Josep Tarradellas,Les Corts,Barcelona,950000.0,950000,0,171.0,4.0,Planta 2ª exterior con ascensor,False,False,False,True,False,True,False,False,False,A reformar,,,
439,439,439,104741917,Piso en venta en calle del Capità Arenas,Pedralbes,Barcelona,795000.0,795000,0,154.0,3.0,Bajo con ascensor,False,True,False,True,False,False,False,False,False,Buen estado,47,,
440,440,440,103598152,Piso en venta en calle del Capità Arenas,Pedralbes,Barcelona,795000.0,795000,0,154.0,6.0,Planta 1ª exterior con ascensor,False,True,False,True,False,True,True,False,False,Buen estado,45,,
441,441,441,103646472,"Piso en venta en plaza de los Jardines de Tokio, 3",Pedralbes,Barcelona,2755000.0,2755000,0,273.0,5.0,Planta 2ª exterior con ascensor,True,True,False,True,False,True,True,True,False,Nueva,,,
442,442,442,105736611,Piso en venta en calle de Novell,Les Corts,Barcelona,400000.0,"
405000 €
",0,60.0,2.0,Planta 3ª exterior con ascensor,False,False,False,True,False,True,False,False,False,Buen estado,,,
443,443,443,105888191,Piso en venta en calle del Cardenal Reig,La Maternitat i Sant Ramon,Barcelona,320000.0,320000,0,89.0,4.0,Planta 3ª exterior con ascensor,False,False,False,True,False,True,True,False,False,A reformar,187,39,
444,444,444,105973151,Piso en venta en Les Corts,Les Corts,Barcelona,790000.0,790000,0,116.0,3.0,Planta 7ª exterior con ascensor,False,True,False,True,False,True,True,False,False,A reformar,,,
445,445,445,105421416,Piso en venta en calle del Cardenal Reig,La Maternitat i Sant Ramon,Barcelona,379000.0,379000,0,102.0,4.0,Planta 3ª exterior con ascensor,False,False,False,True,False,True,True,False,False,Buen estado,142,31,
446,446,446,102494098,Piso en venta en avenida de Sarrià,Les Corts,Barcelona,1000000.0,1000000,0,172.0,4.0,Planta 3ª exterior con ascensor,True,True,False,True,False,True,False,False,False,Buen estado,,,
447,447,447,102710508,Piso en venta en calle del Capitán Arenas,Pedralbes,Barcelona,795000.0,795000,0,179.0,3.0,Planta 1ª exterior con ascensor,False,True,False,True,False,True,True,False,False,Buen estado,41,,
448,448,448,103706571,Piso en venta en calle del Capità Arenas,Pedralbes,Barcelona,795000.0,795000,0,154.0,3.0,Planta 1ª exterior con ascensor,False,True,False,True,False,True,True,False,False,Buen estado,47,,
449,449,449,102710508,Piso en venta en calle del Capitán Arenas,Pedralbes,Barcelona,795000.0,795000,0,179.0,3.0,Planta 1ª exterior con ascensor,False,True,False,True,False,True,True,False,False,Buen estado,41,,
450,450,450,105309333,Piso en venta en avenida de Sant Ramon Nonat,La Maternitat i Sant Ramon,Barcelona,350000.0,350000,0,90.0,3.0,Planta 1ª exterior con ascensor,False,True,False,True,False,True,True,False,False,A reformar,153,45,
451,451,451,101479353,Piso en venta en Gran Vía de Carlos III,La Maternitat i Sant Ramon,Barcelona,310000.0,310000,0,126.0,4.0,Planta 11ª exterior con ascensor,False,True,False,True,False,True,False,False,False,Buen estado,156,30,
452,452,452,101969032,Piso en venta en calle del Capità Arenas,Pedralbes,Barcelona,795000.0,795000,0,154.0,3.0,Planta 1ª exterior con ascensor,False,True,False,True,False,True,True,False,False,Buen estado,41,,
453,453,453,101479353,Piso en venta en Gran Vía de Carlos III,La Maternitat i Sant Ramon,Barcelona,310000.0,310000,0,126.0,4.0,Planta 11ª exterior con ascensor,False,True,False,True,False,True,False,False,False,Buen estado,156,30,
454,454,454,101969032,Piso en venta en calle del Capità Arenas,Pedralbes,Barcelona,795000.0,795000,0,154.0,3.0,Planta 1ª exterior con ascensor,False,True,False,True,False,True,True,False,False,Buen estado,41,,
455,455,455,104038132,Piso en venta en Pedralbes,Les Corts,Barcelona,1250000.0,1250000,0,175.0,4.0,Planta 3ª exterior con ascensor,False,True,False,True,True,True,False,False,False,Buen estado,169,35,
456,456,456,105849746,Dúplex en venta en calle de Nicaragua,Les Corts,Barcelona,900000.0,900000,0,99.0,2.0,Planta 2ª exterior con ascensor,False,False,True,True,True,True,False,False,False,Buen estado,,,
457,457,457,105454709,Piso en venta en Les Corts,Les Corts,Barcelona,1000000.0,1000000,0,175.0,4.0,Planta 3ª exterior con ascensor,True,False,True,True,False,True,False,False,False,Buen estado,,,
458,458,458,105811154,Piso en venta en calle d'Emèrita Augusta,La Maternitat i Sant Ramon,Barcelona,570000.0,570000,0,102.0,3.0,Planta 5ª interior con ascensor,True,True,False,True,False,False,True,False,False,Buen estado,,,
459,459,459,105778287,Piso en venta en calle Pintor Ribalta,La Maternitat i Sant Ramon,Barcelona,269000.0,269000,0,77.0,3.0,,False,False,False,True,False,False,False,False,False,Buen estado,,,
460,460,460,105263257,Piso en venta en calle de Berlín,Les Corts,Barcelona,410000.0,410000,0,89.0,3.0,Planta 7ª exterior con ascensor,True,True,False,True,False,True,False,False,False,Buen estado,,,
461,461,461,105888329,Piso en venta en avenida Diagonal,Pedralbes,Barcelona,1190000.0,1190000,0,176.0,4.0,Planta 4ª exterior con ascensor,True,True,True,True,True,True,True,True,False,Buen estado,,,
462,462,462,104863247, Casa o chalet independiente en venta en avenida de Pearson,Pedralbes,Barcelona,7700000.0,7700000,0,1.011,7.0,,True,True,True,False,True,False,False,True,False,Buen estado,,,
463,463,463,105045953,Piso en venta en calle dels Doctors Trias i Pujol,Pedralbes,Barcelona,895000.0,"
950000 €
",0,134.0,4.0,Planta 3ª exterior con ascensor,False,True,False,True,False,True,True,False,False,Buen estado,,,
464,464,464,105884996,Piso en venta en La Maternitat i Sant Ramon,Les Corts,Barcelona,399000.0,399000,0,110.0,3.0,Planta 3ª exterior con ascensor,False,False,False,True,False,True,False,False,False,Buen estado,169,69,
465,465,465,105873826,Piso en venta en calle de Novell,Les Corts,Barcelona,400000.0,400000,0,55.0,2.0,Planta 3ª exterior con ascensor,True,True,False,True,False,True,False,False,False,Buen estado,125,,
466,466,466,104564533,Piso en venta en calle de Joan Güell,Les Corts,Barcelona,550000.0,550000,0,60.0,3.0,Planta 6ª exterior con ascensor,True,True,True,True,False,True,True,False,False,Buen estado,182,37,
467,467,467,105485269,Piso en venta en Les Corts,Les Corts,Barcelona,255000.0,255000,0,55.0,3.0,Planta 3ª exterior sin ascensor,True,True,True,True,False,True,False,False,False,Buen estado,,,
468,468,468,104538980,Piso en venta en La Maternitat i Sant Ramon,Les Corts,Barcelona,633000.0,633000,0,60.0,1.0,Bajo exterior con ascensor,False,False,False,True,False,True,True,False,False,Buen estado,156,,
469,469,469,105193818,Piso en venta en calle de Loreto,Les Corts,Barcelona,405000.0,405000,0,60.0,1.0,,True,False,False,True,False,True,True,False,False,Buen estado,,,
470,470,470,105440163,Piso en venta en avenida de Madrid,La Maternitat i Sant Ramon,Barcelona,369000.0,369000,0,80.0,3.0,,True,False,False,True,False,True,True,False,False,Buen estado,126,26,
471,471,471,103892617,"Piso en venta en travesía de les Corts, 5",La Maternitat i Sant Ramon,Barcelona,360000.0,360000,0,79.0,3.0,Planta 3ª exterior con ascensor,False,False,False,True,False,True,True,False,False,A reformar,,,
472,472,472,104248549,Piso en venta en avenida Diagonal,Les Corts,Barcelona,1295000.0,1295000,0,225.0,3.0,Planta 1ª exterior con ascensor,True,True,True,True,True,True,True,False,False,Buen estado,,,
473,473,473,105973287,Piso en venta en calle de Joan Güell,Les Corts,Barcelona,267000.0,267000,0,89.0,2.0,Planta 1ª exterior sin ascensor,False,False,False,True,False,True,False,False,False,Buen estado,,,
474,474,474,105434382,Ático en venta en avenida de Madrid,Les Corts,Barcelona,615000.0,615000,0,92.0,4.0,Planta 8ª exterior con ascensor,True,True,False,True,False,True,True,False,False,Buen estado,191,39,
475,475,475,105118247,Piso en venta en calle de Gelabert,Les Corts,Barcelona,259000.0,259000,0,80.0,2.0,Bajo interior sin ascensor,True,True,False,True,False,False,False,False,False,Buen estado,,,
476,476,476,105227180,Piso en venta en Gran Via de Carles III,Les Corts,Barcelona,335000.0,335000,0,71.0,3.0,Bajo exterior con ascensor,True,False,False,True,False,True,False,False,False,Buen estado,,,
